source,fetch_time,row_index,title,publish_time_cn,status_desc,article_type,impressions,reads,click_rate,read_duration,likes,comments,revenue,dedupe_status,dedupe_against
toutiao_mp_works_single_page,2026-08-18T20:34:54.418Z,1,胖东来闭店员工称全员去新店！,2026-08-17 12:00,已发布,文章,20,0,0%,--,0,0,0,new,baseline_articles_2026-08-08.csv
toutiao_mp_works_single_page,2026-08-18T20:34:54.418Z,2,市场占有率超6成！中国车发现新大陆！,2026-08-17 08:00,已发布,文章,144,13,9.0%,--,0,0,0,new,baseline_articles_2026-08-08.csv
toutiao_mp_works_single_page,2026-08-18T20:34:54.418Z,3,废油变身抢手货 出口订单排到明年！,2026-08-17 06:00,已发布,文章,36,1,2.8%,--,0,0,0,new,baseline_articles_2026-08-08.csv
toutiao_mp_works_single_page,2026-08-18T20:34:54.418Z,4,许昌 胖东来 附近老板流泪说舍不得！,2026-08-17 04:00,已发布,文章,19,0,0%,--,0,0,0,new,baseline_articles_2026-08-08.csv
toutiao_mp_works_single_page,2026-08-18T20:34:54.418Z,5,多名成年人被父母送进矫治机构！,2026-08-17 02:00,已发布,文章,17,0,0%,--,0,0,0,new,baseline_articles_2026-08-08.csv
toutiao_mp_works_single_page,2026-08-18T20:34:54.418Z,6,请3天假就能连休13天，这个拼假方案今天刷屏了！,2026-08-16 21:13,已发布,文章,2016,2,0.1%,00:03,0,1,0,new,baseline_articles_2026-08-08.csv
